影片鍵,發布日期,格式鍵,類型鍵,系列鍵,業配判定鍵,觀看數,按讚數,留言數
1701,2018-05-23,1,3,7,1,800145,6576,757
1702,2018-05-25,1,4,4,3,611217,7515,421
1703,2018-05-26,1,5,15,1,893538,8253,607
1704,2018-05-27,1,2,0,3,234081,3843,337
1705,2018-05-30,1,5,0,1,692425,7332,777
1706,2018-05-31,1,5,0,1,393688,7117,841
1707,2018-06-01,1,9,0,1,406830,9253,616
1708,2018-06-02,1,5,15,3,1213039,9401,792
1709,2018-06-03,1,4,0,1,399095,4795,561
1710,2018-06-05,1,8,0,1,967547,8464,647
1711,2018-06-08,1,3,0,1,1462118,10845,1433
1712,2018-06-09,1,5,15,3,403046,4745,375
1713,2018-06-10,1,7,0,1,256190,4375,387
1714,2018-06-13,1,5,0,1,343867,4180,502
1715,2018-06-15,1,8,13,1,635366,12065,2319
1716,2018-06-16,1,5,15,1,1002641,11518,795
1717,2018-06-17,1,4,4,1,487760,5730,896
1718,2018-06-18,1,4,4,1,868312,7229,783
1719,2018-06-20,1,4,4,1,838846,7870,834
1720,2018-06-22,1,3,0,1,965265,7539,713
1721,2018-06-23,1,5,15,1,1531716,13619,1146
1722,2018-06-24,1,4,4,1,537356,7568,562
1723,2018-06-29,1,1,0,1,389401,5266,907
1724,2018-06-30,1,5,15,1,2393851,18991,2469
1725,2018-07-01,1,4,4,1,243138,3402,429
1726,2018-07-03,1,9,0,3,1452860,13095,1592
1727,2018-07-04,1,3,0,3,390568,4901,706
1728,2018-07-05,1,4,4,1,885729,10964,1760
1729,2018-07-06,1,9,0,1,241538,3139,716
1730,2018-07-07,1,5,15,1,1886969,25611,4095
1731,2018-07-08,1,4,4,1,453380,5607,740
1732,2018-07-09,1,5,0,1,972794,12304,2943
1733,2018-07-10,1,4,4,1,663981,6830,832
1734,2018-07-11,1,4,4,1,525251,6258,1142
1735,2018-07-13,1,3,0,1,1322735,10975,3366
1736,2018-07-14,1,4,4,1,224661,3138,366
1737,2018-07-15,1,4,4,1,323573,3684,687
1738,2018-07-16,1,4,4,1,349268,4703,1252
1739,2018-07-20,1,5,15,1,5591191,64087,4212
1740,2018-07-21,1,4,4,1,556858,6903,1006
1741,2018-07-22,1,4,4,3,822037,7444,987
1742,2018-07-23,1,3,7,1,379059,5854,488
1743,2018-07-24,1,12,14,3,468985,5167,528
1744,2018-07-25,1,4,4,1,1314873,33708,4584
1745,2018-07-27,1,4,4,1,1296457,16258,1230
1746,2018-07-28,1,1,0,1,1985539,33206,2282
1747,2018-07-29,1,5,0,1,465922,6175,1626
1748,2018-07-30,1,1,0,1,590370,24083,3734
1749,2018-08-01,1,8,0,1,526675,6993,1461
1750,2018-08-03,1,12,0,3,275453,3661,379
1751,2018-08-04,1,4,4,3,340385,4660,463
1752,2018-08-05,1,5,0,1,898493,15734,1730
1753,2018-08-08,1,4,4,1,570253,10805,1878
1754,2018-08-10,1,8,13,1,832762,17091,1486
1755,2018-08-11,1,3,7,1,346971,4869,474
1756,2018-08-12,1,3,7,3,842474,7518,980
1757,2018-08-14,1,9,0,1,592587,8603,1198
1758,2018-08-15,1,5,0,1,890330,10331,954
1759,2018-08-16,1,5,0,3,591017,5934,1033
1760,2018-08-17,1,9,0,1,222691,3021,347
1761,2018-08-18,1,12,14,1,2061255,17300,1661
1762,2018-08-19,1,1,0,1,1747041,17995,1249
1763,2018-08-20,1,1,0,1,946347,15158,1443
1764,2018-08-22,1,3,0,1,642452,6954,1353
1765,2018-08-25,1,3,0,1,780270,9040,640
1766,2018-08-26,1,4,0,1,273463,5064,569
1767,2018-08-28,1,1,0,1,633059,7353,810
1768,2018-08-31,1,9,0,1,818241,15520,2055
1769,2018-09-01,1,1,0,1,600726,7589,856
1770,2018-09-06,1,4,4,1,446496,5226,562
1771,2018-09-08,1,5,15,1,519209,6709,1394
1772,2018-09-11,1,1,0,1,539873,12857,1513
1773,2018-09-13,1,5,0,1,1488949,35270,1374
1774,2018-09-15,1,5,0,1,475181,5236,897
1775,2018-09-18,1,3,7,1,487686,6584,975
1776,2018-09-21,1,4,0,1,507504,5398,855
1777,2018-09-22,1,3,0,1,1003939,9066,1652
1778,2018-09-23,1,3,0,3,212573,4074,412
1779,2018-09-26,1,12,8,1,328402,3906,526
1780,2018-09-27,1,8,0,3,863313,10159,1101
1781,2018-09-28,1,4,4,1,407743,5110,334
1782,2018-09-29,1,4,0,1,1737186,19418,2767
1783,2018-09-30,1,3,0,1,2150411,20535,1482
1784,2018-10-05,1,11,0,1,631192,8285,856
1785,2018-10-06,1,5,15,1,492431,6038,868
1786,2018-10-10,1,5,0,1,668162,7907,594
1787,2018-10-14,1,8,0,3,202127,4974,344
1788,2018-10-15,1,9,0,1,301136,5458,860
1789,2018-10-19,1,4,4,1,505351,5566,600
1790,2018-10-20,1,4,4,1,355471,5154,956
1791,2018-10-21,1,1,0,1,1087798,18073,1984
1792,2018-10-22,1,5,0,1,1163276,13365,1755
1793,2018-10-24,1,4,4,1,698162,5117,880
1794,2018-10-26,1,9,0,1,504312,6856,996
1795,2018-10-27,1,8,0,1,1481083,15202,1263
1796,2018-11-02,1,11,0,1,1648406,12349,1270
1797,2018-11-03,1,13,0,1,334326,4701,613
1798,2018-11-07,1,3,0,3,477307,5905,615
1799,2018-11-08,1,8,0,1,2370612,26480,2665
1800,2018-11-09,1,4,0,3,1015666,8397,943
1801,2018-11-10,1,3,7,1,462124,5328,582
1802,2018-11-15,1,3,0,1,822798,11781,461
1803,2018-11-16,1,5,15,3,958862,11934,1141
1804,2018-11-17,1,5,0,3,555255,13163,1037
1805,2018-11-18,1,4,4,3,1243670,12577,1380
1806,2018-11-24,1,8,13,1,1155536,18381,3925
1807,2018-11-25,1,4,0,1,649859,9868,1487
1808,2018-11-27,1,2,0,1,349419,4979,751
1809,2018-11-30,1,1,0,1,455388,6147,1056
1810,2018-12-01,1,8,16,1,1951409,24771,1607
1811,2018-12-02,1,4,0,1,1505847,13713,1181
1812,2018-12-03,1,1,0,3,886097,14071,1097
1813,2018-12-04,1,1,0,1,882233,3574,426
1814,2018-12-06,1,1,0,1,783001,25016,2516
1815,2018-12-07,1,8,0,1,990760,6017,482
1816,2018-12-08,1,8,16,1,2195797,29706,1367
1817,2018-12-09,1,4,0,1,311340,5696,898
1818,2018-12-11,1,5,0,1,473975,6903,853
1819,2018-12-12,1,4,0,1,219661,2575,399
1820,2018-12-13,1,1,0,1,684627,16034,1676
1821,2018-12-14,1,5,0,1,1278026,12230,807
1822,2018-12-15,1,8,16,1,929424,11182,1372
1823,2018-12-16,1,3,0,1,2008345,25375,2584
1824,2018-12-21,1,5,15,1,585773,4683,1335
1825,2018-12-22,1,8,16,1,7321718,56909,5801
1826,2018-12-23,1,3,0,1,622574,8407,2003
1827,2018-12-24,1,5,0,1,372418,4625,720
1828,2018-12-26,1,8,13,1,374863,9319,1296
1829,2018-12-27,1,1,0,1,1340883,24153,1185
1830,2018-12-28,1,4,0,1,495165,4211,401
1831,2018-12-29,1,8,16,1,2070903,21705,1092
1832,2018-12-31,1,4,0,1,901247,12202,946
1833,2019-01-04,1,3,0,1,492791,7385,1182
1834,2019-01-05,1,8,16,1,2012477,23819,1122
1835,2019-01-06,1,4,0,1,1121058,16359,1280
1836,2019-01-08,1,8,16,3,771749,6755,545
1837,2019-01-11,1,4,4,1,548487,6459,886
1838,2019-01-12,1,8,16,1,377060,4698,298
1839,2019-01-13,1,8,0,1,455324,6557,884
1840,2019-01-15,1,1,0,3,646377,6630,750
1841,2019-01-18,1,4,0,1,506120,5861,711
1842,2019-01-19,1,8,16,1,1000205,8958,767
1843,2019-01-25,1,1,0,1,457967,5881,809
1844,2019-01-26,1,8,16,1,1625552,22984,1965
1845,2019-01-30,1,13,0,1,1690033,24297,1172
1846,2019-01-31,1,4,0,3,1545560,14185,1795
1847,2019-02-02,1,8,16,1,2720061,35819,4269
1848,2019-02-04,1,9,0,1,1024050,9872,992
1849,2019-02-09,1,8,16,1,945169,11642,792
1850,2019-02-10,1,8,13,1,1038826,23102,1849
1851,2019-02-16,1,8,16,1,851248,12668,1031
1852,2019-02-17,1,11,10,1,3272952,33574,1744
1853,2019-02-23,1,8,16,1,2439603,20692,2209
1854,2019-02-24,1,3,0,1,726029,8048,1066
1855,2019-02-27,1,5,0,3,245712,3022,330
1856,2019-02-28,1,8,13,1,339372,4604,388
1857,2019-03-01,1,5,0,1,1074916,8952,1888
1858,2019-03-02,1,8,16,1,816234,9838,1272
1859,2019-03-06,1,12,17,1,2271229,23589,2393
1860,2019-03-09,1,8,16,1,809956,12691,642
1861,2019-03-13,1,3,0,1,601034,8243,771
1862,2019-03-14,1,13,0,3,456389,5005,444
1863,2019-03-15,1,9,0,1,828833,11291,1102
1864,2019-03-16,1,8,16,1,456671,7799,736
1865,2019-03-19,1,12,17,1,598190,10559,811
1866,2019-03-21,1,8,0,1,797277,13126,3388
1867,2019-03-23,1,8,16,1,1922771,24459,1108
1868,2019-03-25,1,12,17,1,741979,6616,494
1869,2019-03-26,1,4,0,1,425328,5503,473
1870,2019-03-28,1,8,0,1,493633,5773,669
1871,2019-03-29,1,8,16,1,710533,13934,1459
1872,2019-03-30,1,8,16,1,10585813,168415,11106
1873,2019-04-01,1,1,0,1,1070157,11336,827
1874,2019-04-05,1,5,0,1,988015,15476,1554
1875,2019-04-06,1,8,16,1,3021527,44417,1467
1876,2019-04-11,1,12,17,1,1285222,21406,1258
1877,2019-04-13,1,8,16,1,829541,10798,634
1878,2019-04-15,1,3,0,1,689201,7792,596
1879,2019-04-20,1,8,16,1,2653381,28159,1409
1880,2019-04-21,1,4,0,1,2037752,26554,2856
1881,2019-04-24,1,12,17,1,1235143,11907,788
1882,2019-04-26,1,4,0,1,411219,4261,593
1883,2019-04-27,1,8,16,1,1285001,12942,1105
1884,2019-05-04,1,8,16,1,1305747,24953,1525
1885,2019-05-05,1,12,17,1,1623727,17593,1101
1886,2019-05-07,1,4,0,1,583743,6807,1217
1887,2019-05-11,1,8,16,1,1820477,17919,1757
1888,2019-05-12,1,12,17,1,1030869,11996,961
1889,2019-05-17,1,9,0,1,294238,4259,339
1890,2019-05-18,1,8,16,1,1044831,17397,977
1891,2019-05-21,1,5,0,3,993089,10287,1079
1892,2019-05-24,1,3,0,1,1510541,12183,1149
1893,2019-05-25,1,8,16,1,889432,12916,1179
1894,2019-05-30,1,12,17,1,1590663,17471,2341
1895,2019-06-01,1,8,16,1,2221527,19767,1482
1896,2019-06-07,1,4,0,1,271449,3391,417
1897,2019-06-08,1,8,16,1,322426,5757,405
1898,2019-06-09,1,5,0,3,420028,8973,1542
1899,2019-06-13,1,5,0,1,444939,10289,920
1900,2019-06-14,1,8,16,1,563048,12265,1086
1901,2019-06-15,1,8,16,1,9895320,107342,11865
1902,2019-06-16,1,4,0,1,523720,6872,1114
1903,2019-06-18,1,4,0,1,280850,3451,379
1904,2019-06-20,1,4,0,3,216830,3150,249
1905,2019-06-21,1,8,0,1,347019,4009,1086
1906,2019-06-22,1,8,16,1,729915,7621,855
1907,2019-06-27,1,12,17,1,336633,3137,480
1908,2019-06-28,1,5,0,1,3158208,31812,1632
1909,2019-06-29,1,8,16,1,1011489,14314,1784
1910,2019-06-30,1,4,0,1,737268,2952,312
1911,2019-07-04,1,8,0,1,431339,9008,481
1912,2019-07-06,1,8,16,1,1805089,23871,1685
1913,2019-07-08,1,13,0,1,557896,6008,567
1914,2019-07-09,1,4,0,1,435872,5712,1222
1915,2019-07-11,1,5,0,1,3356922,123935,13257
1916,2019-07-13,1,8,16,1,659687,10772,1027
1917,2019-07-15,1,5,0,3,223926,3301,548
1918,2019-07-18,1,4,0,1,297684,3674,490
1919,2019-07-19,1,11,10,1,226992,3468,551
1920,2019-07-20,1,8,16,1,761134,8676,536
1921,2019-07-21,1,5,0,1,442946,5964,1270
1922,2019-07-21,1,12,0,1,595216,7781,1850
1923,2019-07-22,1,4,0,1,219805,2677,246
1924,2019-07-24,1,1,0,1,654489,10497,1427
1925,2019-07-25,1,1,0,1,175229,2967,515
1926,2019-07-26,1,4,0,1,578823,7631,1167
1927,2019-07-27,1,8,16,1,887965,15189,893
1928,2019-07-28,1,5,0,1,906413,10329,917
1929,2019-07-31,1,4,0,1,664738,7784,950
1930,2019-08-02,1,4,0,1,239960,3841,326
1931,2019-08-03,1,8,16,1,420013,5805,824
1932,2019-08-04,1,4,0,1,928789,12277,1888
1933,2019-08-07,1,1,0,1,2267617,15213,1977
1934,2019-08-10,1,8,16,1,1030497,12315,702
1935,2019-08-14,1,8,0,1,105736,1600,99
1936,2019-08-15,1,4,0,1,438968,6046,756
1937,2019-08-17,1,8,16,1,584826,9582,665
1938,2019-08-19,1,5,0,1,377977,4503,387
1939,2019-08-22,1,5,0,1,110777,2077,261
1940,2019-08-23,1,5,0,1,710532,9612,758
1941,2019-08-24,1,8,16,1,441310,8214,1382
1942,2019-08-25,1,4,0,1,328947,4847,314
1943,2019-08-28,1,8,0,1,386568,4601,422
1944,2019-08-28,1,13,0,1,1290660,11171,1808
1945,2019-08-30,1,2,0,1,864753,10587,1567
1946,2019-08-31,1,8,16,1,1449457,19317,1470
1947,2019-09-01,1,4,0,3,1617249,6202,608
1948,2019-09-02,1,11,0,1,2487336,25540,1751
1949,2019-09-07,1,8,16,1,1304592,12908,1326
1950,2019-09-10,1,5,0,1,414687,6135,486
1951,2019-09-12,1,5,0,1,506899,6753,796
1952,2019-09-13,1,1,0,1,1021279,22247,2707
1953,2019-09-14,1,8,16,1,1342187,16403,1951
1954,2019-09-18,1,1,0,1,913119,6828,458
1955,2019-09-19,1,4,0,1,659742,7355,999
1956,2019-09-20,1,4,0,1,568214,10517,2860
1957,2019-09-21,1,8,16,1,1198392,20328,2099
1958,2019-09-23,1,4,4,1,151847,2256,346
1959,2019-09-24,1,4,0,1,494965,7532,376
1960,2019-09-28,1,8,16,1,451055,6303,435
1961,2019-09-29,1,1,0,1,487343,5693,399
1962,2019-09-30,1,7,0,1,972365,11342,894
1963,2019-10-03,1,4,0,1,306424,5621,773
1964,2019-10-04,1,5,0,1,450917,6067,1049
1965,2019-10-05,1,8,16,3,501027,8116,321
1966,2019-10-06,1,4,0,1,1149603,16933,2054
1967,2019-10-08,1,13,0,1,1363386,11245,1148
1968,2019-10-11,1,4,0,1,884493,8772,866
1969,2019-10-12,1,8,16,1,344368,4126,449
1970,2019-10-17,1,5,0,1,487637,13649,1499
1971,2019-10-18,1,1,0,1,292062,6711,714
1972,2019-10-19,1,8,16,1,486362,5071,447
1973,2019-10-23,1,4,0,1,342106,4068,511
1974,2019-10-24,1,5,0,1,1341185,10763,1101
1975,2019-10-26,1,8,16,1,221381,3608,354
1976,2019-10-28,1,4,0,1,585333,6488,494
1977,2019-10-31,1,4,0,1,382288,3418,478
1978,2019-11-02,1,8,16,1,942351,17971,2000
1979,2019-11-09,1,1,0,1,1081542,16019,2615
1980,2019-11-11,1,4,0,1,675769,7125,702
1981,2019-11-13,1,5,0,1,1492720,15472,1342
1982,2019-11-15,1,4,0,1,530335,6260,850
1983,2019-11-17,1,4,0,1,928795,24363,1430
1984,2019-11-20,1,1,0,1,447804,4873,398
1985,2019-11-22,1,13,0,1,340389,3572,450
1986,2019-11-26,1,12,17,1,823275,11511,777
1987,2019-11-29,1,3,0,3,1206039,5120,838
1988,2019-12-01,1,4,0,1,171367,2976,420
1989,2019-12-03,1,1,0,1,970095,8057,727
1990,2019-12-04,1,1,0,1,1197948,18579,1843
1991,2019-12-07,1,8,0,1,880208,14056,2043
1992,2019-12-08,1,8,0,1,1062949,14149,876
1993,2019-12-10,1,4,0,1,245082,3648,343
1994,2019-12-12,1,4,0,1,623960,10065,806
1995,2019-12-17,1,4,0,1,612046,6751,900
1996,2019-12-21,1,8,0,1,1251806,17619,901
1997,2019-12-22,1,3,0,1,745379,7660,462
1998,2019-12-24,1,1,0,1,297161,6527,1343
1999,2019-12-26,1,1,0,1,860008,10728,1887
2000,2019-12-28,1,3,0,1,685296,9189,810
2001,2019-12-31,1,1,0,1,750862,10142,741
2002,2020-01-02,1,4,0,1,844749,9389,738
2003,2020-01-05,1,1,0,1,1355655,19017,1228
2004,2020-01-09,1,4,0,1,495358,4696,569
2005,2020-01-10,1,1,0,3,742308,5686,475
2006,2020-01-12,1,12,0,1,297956,5152,196
2007,2020-01-14,1,4,0,1,484326,5249,466
2008,2020-01-17,1,8,0,1,142822,2107,192
2009,2020-01-18,1,5,0,1,736585,11948,856
2010,2020-01-21,1,3,0,1,883279,10343,532
2011,2020-01-22,1,1,0,1,747826,6706,1237
2012,2020-01-24,1,13,0,3,905278,9081,1141
2013,2020-01-30,1,1,0,1,373885,5096,413
2014,2020-01-31,1,1,0,1,685602,9341,1348
2015,2020-02-04,1,3,0,1,435099,4935,285
2016,2020-02-08,1,4,0,1,194349,2267,260
2017,2020-02-11,1,4,0,1,464530,6890,2650
2018,2020-02-14,1,8,0,1,200450,5596,609
2019,2020-02-18,1,13,0,1,984113,14203,1464
2020,2020-02-21,1,1,0,1,868004,14340,2037
2021,2020-02-24,1,1,0,1,521192,6476,1176
2022,2020-02-27,1,4,0,3,1073425,11129,1124
2023,2020-03-01,1,4,0,1,382007,5109,1098
2024,2020-03-04,1,1,0,1,288486,4910,521
2025,2020-03-05,1,8,0,1,375701,4562,338
2026,2020-03-07,1,13,0,3,621894,7486,482
2027,2020-03-08,1,4,0,1,636238,12563,1425
2028,2020-03-10,1,4,0,1,279550,5107,418
2029,2020-03-14,1,1,0,1,203600,3936,573
2030,2020-03-15,1,13,0,1,533737,6183,760
2031,2020-03-17,1,3,0,1,770761,7523,557
2032,2020-03-19,1,3,0,1,193561,3192,327
2033,2020-03-21,1,4,0,1,512277,7867,619
2034,2020-03-28,1,2,0,1,795158,9617,1591
2035,2020-03-30,1,3,0,1,424608,6673,720
2036,2020-04-03,1,4,4,1,434070,5174,1135
2037,2020-04-08,1,3,0,1,325670,4906,563
2038,2020-04-10,1,13,0,1,778536,8307,760
2039,2020-04-14,1,3,0,1,1426680,16688,2024
2040,2020-04-16,1,12,17,1,706419,11018,1559
2041,2020-04-18,1,4,0,3,493940,5930,882
2042,2020-04-21,1,10,18,1,1778005,18479,3344
2043,2020-04-23,1,7,0,1,714548,13809,3028
2044,2020-04-26,1,4,0,3,804367,11787,1688
2045,2020-04-27,1,5,15,1,2963569,27029,1742
2046,2020-05-03,1,3,0,1,820826,9769,1169
2047,2020-05-04,1,5,15,1,1581528,16647,1229
2048,2020-05-05,1,14,0,3,2331336,49189,4223
2049,2020-05-10,1,5,0,1,401373,8250,581
2050,2020-05-11,1,5,15,1,1634625,17135,1026
2051,2020-05-13,1,1,0,1,373614,6544,714
2052,2020-05-16,1,1,0,1,432671,5924,777
2053,2020-05-17,1,10,18,1,795950,7330,1218
2054,2020-05-18,1,5,15,1,2401712,25807,2309
2055,2020-05-21,1,4,0,3,169173,2711,209
2056,2020-05-22,1,10,18,1,3735345,34945,3709
2057,2020-05-25,1,5,15,3,934261,15680,1257
2058,2020-05-27,1,8,0,1,243604,3760,330
2059,2020-05-28,1,1,0,1,912697,14373,3426
2060,2020-05-29,1,4,0,1,699422,8366,976
2061,2020-05-30,1,10,18,1,629906,10052,870
2062,2020-05-31,1,13,0,1,424486,5420,529
2063,2020-06-01,1,5,15,1,939767,21311,1731
2064,2020-06-05,1,1,0,1,343174,4710,630
2065,2020-06-08,1,5,15,1,596069,8213,685
2066,2020-06-13,1,4,0,1,220003,3491,300
2067,2020-06-14,1,1,0,1,173068,2453,301
2068,2020-06-15,1,5,15,1,712567,11164,727
2069,2020-06-16,1,2,0,1,280035,3374,358
2070,2020-06-22,1,5,15,1,579730,7200,595
2071,2020-06-23,1,10,18,1,2176688,18482,1771
2072,2020-06-25,1,5,0,3,545777,7696,472
2073,2020-06-28,1,4,0,1,220026,4580,1179
2074,2020-06-29,1,5,15,1,2873924,24665,1967
2075,2020-06-30,1,4,0,1,529538,6413,741
2076,2020-07-01,1,3,0,1,652204,8914,1501
2077,2020-07-02,1,5,0,1,239212,3899,285
2078,2020-07-04,1,5,0,1,1063722,13222,925
2079,2020-07-06,1,5,15,1,1704608,19032,1647
2080,2020-07-08,1,12,0,1,636577,6738,965
2081,2020-07-11,1,5,0,1,338404,4692,336
2082,2020-07-13,1,5,15,1,1100881,11990,1321
2083,2020-07-14,1,2,0,1,236830,3498,504
2084,2020-07-16,1,1,0,1,575654,6591,722
2085,2020-07-17,1,1,0,3,450183,3721,348
2086,2020-07-18,1,8,0,1,498898,7520,1123
2087,2020-07-20,1,5,15,1,1562859,15803,1087
2088,2020-07-23,1,13,0,3,1399418,15573,1862
2089,2020-07-26,1,12,17,1,1900331,20983,2346
2090,2020-07-27,1,5,15,1,1864287,23223,2548
2091,2020-07-28,1,8,13,1,446037,9253,736
2092,2020-08-02,1,10,18,1,960198,7380,1190
2093,2020-08-03,1,5,15,1,1319533,17710,1072
2094,2020-08-04,1,2,0,3,525008,7809,1196
2095,2020-08-09,1,1,0,3,420408,5595,596
2096,2020-08-10,1,5,15,3,2035091,21531,1482
2097,2020-08-12,1,10,18,1,627642,4879,704
2098,2020-08-14,1,4,0,3,478601,5840,556
2099,2020-08-15,1,5,0,1,580624,9810,770
2100,2020-08-17,1,5,15,1,1025099,15545,1345
2101,2020-08-22,1,4,0,1,296815,4394,781
2102,2020-08-23,1,4,0,1,695193,5421,657
2103,2020-08-24,1,5,15,1,885442,11588,1199
2104,2020-08-25,1,5,0,1,525395,13519,1184
2105,2020-08-28,1,13,0,1,1314455,34411,3860
2106,2020-08-31,1,5,15,3,929426,10389,921
2107,2020-09-01,1,3,0,3,572554,7633,579
2108,2020-09-03,1,3,0,1,1989190,20761,818
2109,2020-09-04,1,8,0,1,1297122,15680,949
2110,2020-09-07,1,5,15,3,1384189,13738,1746
2111,2020-09-10,1,2,0,3,357882,4983,869
2112,2020-09-14,1,5,15,1,1143647,8729,1032
2113,2020-09-19,1,7,0,1,746467,11298,693
2114,2020-09-20,1,5,0,1,229719,4396,517
2115,2020-09-22,1,5,15,3,677699,7469,669
2116,2020-09-23,1,4,0,3,367105,4025,696
2117,2020-09-24,1,13,0,3,440402,5535,461
2118,2020-09-25,1,4,0,1,548955,8521,539
2119,2020-09-27,1,10,18,1,2694082,18077,1991
2120,2020-09-28,1,5,15,1,1868781,16670,597
2121,2020-09-29,1,4,0,1,417980,5849,797
2122,2020-10-05,1,5,15,3,503864,6824,434
2123,2020-10-06,1,10,18,1,534115,4413,450
2124,2020-10-07,1,4,0,1,1042387,10035,976
2125,2020-10-11,1,10,18,1,799948,5575,1018
2126,2020-10-12,1,5,15,1,733016,8090,880
2127,2020-10-19,1,5,15,1,525943,5921,906
2128,2020-10-20,1,13,0,1,946303,8262,904
2129,2020-10-23,1,1,0,4,326660,4000,357
2130,2020-10-26,1,4,0,3,1289634,17291,1579
2131,2020-10-26,1,5,15,1,1106667,12775,984
2132,2020-11-02,1,5,15,1,2159216,34355,2303
2133,2020-11-03,1,8,13,1,1293756,32639,2725
2134,2020-11-04,1,1,0,1,282843,5590,526
2135,2020-11-05,1,10,18,1,630103,5361,349
2136,2020-11-09,1,5,15,3,670131,7846,917
2137,2020-11-12,1,10,18,1,1825348,15446,1166
2138,2020-11-13,1,5,0,3,366706,6385,445
2139,2020-11-16,1,5,15,3,826947,8251,773
2140,2020-11-19,1,4,4,1,962218,12091,1273
2141,2020-11-19,1,8,0,1,359406,7290,535
2142,2020-11-20,1,1,0,4,375797,4610,817
2143,2020-11-22,1,4,4,3,1208237,13448,2491
2144,2020-11-23,1,5,15,1,1022853,11106,696
2145,2020-11-24,1,4,0,1,630056,8182,665
2146,2020-11-30,1,5,15,3,835290,9034,681
2147,2020-12-03,1,4,0,3,445535,2353,235
2148,2020-12-03,1,1,0,1,1102627,19594,2119
2149,2020-12-05,1,13,0,3,846544,14650,1549
2150,2020-12-07,1,5,15,3,1030752,15010,1399
2151,2020-12-08,1,5,0,1,932506,11837,1722
2152,2020-12-09,1,1,0,3,661030,8145,919
2153,2020-12-11,1,3,0,1,637829,6563,456
2154,2020-12-13,1,4,4,1,376834,5785,298
2155,2020-12-14,1,5,15,1,1220236,12237,1462
2156,2020-12-15,1,4,0,1,248600,2729,438
2157,2020-12-20,1,10,18,1,770795,6358,1125
2158,2020-12-21,1,5,15,1,2091695,16844,1182
2159,2020-12-23,1,4,0,1,551888,5928,440
2160,2020-12-26,1,1,0,1,671161,17030,1044
2161,2020-12-28,1,5,15,3,1148627,13588,1588
2162,2020-12-29,1,4,4,1,545380,7609,1040
2163,2020-12-30,1,11,0,1,200232,3279,299
2164,2020-12-31,1,8,0,1,592768,8748,221
2165,2021-01-03,1,13,0,1,263509,4114,437
2166,2021-01-04,1,5,15,1,2800494,26526,1786
2167,2021-01-08,1,1,0,1,546844,7656,550
2168,2021-01-09,1,1,0,1,946090,11859,773
2169,2021-01-11,1,5,15,3,689807,7122,2048
2170,2021-01-15,1,8,13,1,835514,23723,2327
2171,2021-01-18,1,5,15,3,868969,11244,1463
2172,2021-01-19,1,4,0,1,612176,7371,768
2173,2021-01-20,1,1,0,1,369932,3717,396
2174,2021-01-24,1,4,4,3,908650,13217,18487
2175,2021-01-25,1,5,15,1,2329631,19013,1610
2176,2021-01-29,1,4,4,1,430006,6053,1100
2177,2021-01-31,1,4,0,1,1106447,10963,857
2178,2021-02-01,1,5,15,3,1253377,22422,1882
2179,2021-02-02,1,5,0,3,403463,4220,574
2180,2021-02-03,1,4,4,1,332591,4498,738
2181,2021-02-06,1,4,0,3,781910,7802,1207
2182,2021-02-08,1,5,15,1,1291880,9098,1092
2183,2021-02-09,1,8,0,1,338295,6201,338
2184,2021-02-15,1,5,15,3,1395695,18317,1302
2185,2021-02-22,1,5,15,1,1276949,11969,1116
2186,2021-02-25,1,12,0,1,189023,4522,390
2187,2021-02-26,1,13,0,1,263527,3591,335
2188,2021-03-01,1,5,15,1,735101,9282,977
2189,2021-03-06,1,10,18,1,1467444,11027,1087
2190,2021-03-08,1,5,15,1,697034,9051,630
2191,2021-03-10,1,4,0,1,116913,2125,493
2192,2021-03-15,1,5,15,3,945752,8895,1033
2193,2021-03-16,1,10,18,1,385204,3051,688
2194,2021-03-17,1,8,0,1,1062285,18904,1230
2195,2021-03-22,1,5,15,1,926488,10222,817
2196,2021-03-23,1,2,0,1,236535,3147,359
2197,2021-03-24,1,4,4,1,117150,1825,169
2198,2021-03-25,1,4,0,3,213498,4516,326
2199,2021-03-26,1,2,0,1,620691,5400,1128
2200,2021-03-27,1,11,10,1,368896,4560,284
2201,2021-03-28,1,4,4,3,251321,2773,211
2202,2021-03-29,1,5,15,1,1112752,11593,1744
2203,2021-03-31,1,2,0,3,324319,3430,406
2204,2021-04-03,1,4,4,1,342225,4620,868
2205,2021-04-04,1,8,0,1,411794,4756,525
2206,2021-04-05,1,5,15,3,1309783,11797,892
2207,2021-04-06,1,12,17,1,479956,7520,465
2208,2021-04-11,1,4,4,3,437723,6088,725
2209,2021-04-12,1,5,15,1,593423,6178,593
2210,2021-04-13,1,12,17,1,434943,4871,256
2211,2021-04-14,1,4,4,1,440721,9736,520
2212,2021-04-16,1,13,0,1,221413,1548,149
2213,2021-04-17,1,3,7,1,332640,4905,281
2214,2021-04-18,1,4,4,1,423502,6572,2340
2215,2021-04-19,1,5,15,1,1462460,13501,1302
2216,2021-04-21,1,12,17,1,1235822,10002,568
2217,2021-04-22,1,4,4,1,219745,4339,347
2218,2021-04-24,1,4,4,3,541040,6916,565
2219,2021-04-26,1,5,15,1,1206140,17648,1268
2220,2021-04-29,1,4,0,1,171533,2850,534
2221,2021-04-30,1,4,4,1,156548,1634,119
2222,2021-05-01,1,13,0,1,594770,6959,780
